	Alphaproteobacteria	Gammaproteobacteria	Vicinamibacteria	Actinobacteria	Verrucomicrobiae	Bacilli	Planctomycetes	Blastocatellia	Thermoleophilia	Bacteroidia	Acidobacteriae	Polyangia	Bacteria_unclassified	Gemmatimonadetes	Nitrososphaeria	Methylomirabilia	Acidimicrobiia	Phycisphaerae	Babeliae	KD4-96	Myxococcia	Nitrospiria	TK10	Thermoanaerobaculia	Holophagae	Desulfobacterota_class	Anaerolineae	Chloroflexia	MB-A2-108	Subgroup_25	Subgroup_5	Chlamydiae	Clostridia	Oligoflexia	RCP2-54_cl	bacteriap25	Actinobacteriota_unclassified	Entotheonellia	Dehalococcoidia	Latescibacterota_cl	Chthonomonadetes	NB1-j_cl	Ktedonobacteria	Bdellovibrionia	Armatimonadota_class	OM190	AD3	Sumerlaeia	Gitt-GS-136	Chloroflexi_unclassified	JG30-KF-CM66	Subgroup_11	Vampirivibrionia	Planctomycetota_unclassified	Subgroup_22	Fimbriimonadia	Lineage_IIa	MBNT15_cl	Rubrobacteria	Longimicrobia	Parcubacteria	Desulfobacterota_unclassified	Abditibacteria	OLB14	Latescibacteria	Armatimonadia	Sericytochromatia	Fibrobacteria	S0134_terrestrial_group	AT-s3-28	Proteobacteria_unclassified	Subgroup_18	Desulfuromonadia	Acidobacteriota_unclassified	Firmicutes_unclassified	Pla4_lineage	WPS-2_cl	SJA-28	BD2-11_terrestrial_group	Negativicutes	Saccharimonadia	P9X2b3D02	Lineage_IIb	WS2_cl	Symbiobacteriia	P2-11E	Elusimicrobia	vadinHA49	BD7-11	Nanoarchaeia	Gracilibacteria	Bacteroidota_unclassified	Microgenomatia	Cyanobacteriia	Myxococcota_unclassified	ABY1	Spirochaetia	Subgroup_20	Kapabacteria	Limnochordia	Desulfitobacteriia	Thermoplasmatota_unclassified	Berkelbacteria	Pla3_lineage	Armatimonadota_unclassified	SAR324_clade(Marine_group_B)_cl	Omnitrophia	Leptospirae	Patescibacteria_unclassified	Cyanobacteria_unclassified	Hydrogenedentia	SHA-26	GAL15_cl	Rhodothermia	BRH-c20a	Lineage_IIc	Ignavibacteria	Kryptonia	Syntrophobacteria	Deinococci	Gemmatimonadota_unclassified	Desulfotomaculia	Elusimicrobiota_unclassified	Fusobacteriia	Subgroup_19	FCPU426_cl	Archaea_unclassified	WS4_cl	Verrucomicrobiota_unclassified	Methanobacteria	Bdellovibrionota_unclassified	Patescibacteria_class	Chitinivibrionia	Kiritimatiellae	Nitrospirota_unclassified	WWE3	Kazania	Coriobacteriia	Margulisbacteria_cl	Desulfobaccia	Halanaerobiia	Methanocellia	Thermodesulfovibrionia	Thermoplasmata	Desulfovibrionia	TA06_cl
S4S202009b	0.1823161189358378	0.09898278560250416	0.10876369327073564	0.04812206572769949	0.09350547730829431	0.025821596244131443	0.05164319248826284	0.08098591549295785	0.015649452269170586	0.02425665101721439	0.023865414710485124	0.01838810641627542	0.03482003129890451	0.016040688575899846	0.020344287949921755	0.02621283255086072	0.009780907668231614	0.01017214397496088	0.0062597809076682335	0.003912363067292645	0.003912363067292645	0.00782472613458529	0.004694835680751174	0.00938967136150235	0.008998435054773084	0.004694835680751174	0.003129890453834116	0.003129890453834116	0.000782472613458529	0.0027386541471048514	0.0027386541471048514	0.002347417840375587	0.003129890453834116	0.0011737089201877935	0.002347417840375587	0.0019561815336463224	0.000782472613458529	0.014475743348982786	0.001564945226917058	0.0011737089201877935	0.001564945226917058	0.0003912363067292645	0.000782472613458529	0.0019561815336463224	0.001564945226917058	0.0003912363067292645	0.0	0.000782472613458529	0.0	0.0003912363067292645	0.0003912363067292645	0.000782472613458529	0.000782472613458529	0.0	0.0003912363067292645	0.000782472613458529	0.0	0.0003912363067292645	0.0	0.0	0.0	0.0003912363067292645	0.0	0.0	0.0	0.0019561815336463224	0.0003912363067292645	0.0	0.000782472613458529	0.0	0.0	0.0	0.0003912363067292645	0.0003912363067292645	0.0003912363067292645	0.0	0.0003912363067292645	0.0	0.0	0.0	0.0003912363067292645	0.0	0.0003912363067292645	0.0	0.0	0.0003912363067292645	0.0003912363067292645	0.0	0.0	0.0	0.0	0.000782472613458529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003912363067292645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S4U202009a	0.14175753688261686	0.09557408595253374	0.12123155869146898	0.042334830019243125	0.11417575368826173	0.02822322001282875	0.06542655548428486	0.05067350865939707	0.023733162283515078	0.01731879409878127	0.033354714560615784	0.013470173187940984	0.04041051956382299	0.03399615137908917	0.01796023091725465	0.02565747273893522	0.010904425914047465	0.010904425914047467	0.013470173187940984	0.005772931366260424	0.013470173187940986	0.005772931366260424	0.008980115458627324	0.008338678640153944	0.008338678640153944	0.0038486209108402817	0.0025657472738935213	0.001924310455420141	0.0006414368184733803	0.0051314945477870435	0.001924310455420141	0.0	0.0025657472738935213	0.0	0.0032071840923669015	0.0025657472738935213	0.0006414368184733803	0.0006414368184733803	0.0006414368184733803	0.0025657472738935213	0.001924310455420141	0.0	0.001924310455420141	0.0	0.0	0.0	0.0006414368184733803	0.0006414368184733803	0.0	0.0012828736369467607	0.0025657472738935213	0.0	0.0006414368184733803	0.0012828736369467607	0.0	0.0006414368184733803	0.0	0.0006414368184733803	0.0	0.0006414368184733803	0.0	0.0	0.0	0.0	0.0	0.0006414368184733803	0.0006414368184733803	0.0	0.0	0.0006414368184733803	0.0006414368184733803	0.0006414368184733803	0.0	0.0006414368184733803	0.0006414368184733803	0.0	0.0006414368184733803	0.0	0.0	0.0006414368184733803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006414368184733803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006414368184733803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S4U202009b	0.18199436222692023	0.08738548273432045	0.09672304439746329	0.05496828752642701	0.08668076109936598	0.03946441155743479	0.05567300916138118	0.05038759689922478	0.01779422128259336	0.023784355179703995	0.04633544749823816	0.012508809020436919	0.04157857646229737	0.024312896405919646	0.021494009866102892	0.02184637068357998	0.015856236786469337	0.00863284002818886	0.009337561663143054	0.0035236081747709656	0.006871035940803381	0.011099365750528542	0.008632840028188864	0.00616631430584919	0.006342494714587738	0.004052149400986611	0.002818886539816773	0.001761804087385483	0.00211416490486258	0.005285412262156448	0.005990133897110641	0.001937984496124031	0.0010570824524312897	0.0012332628611698379	0.0026427061310782245	0.0019379844961240314	0.0015856236786469346	0.0005285412262156448	0.0014094432699083862	0.00035236081747709656	0.001937984496124031	0.00017618040873854828	0.0014094432699083862	0.0007047216349541931	0.001761804087385483	0.0012332628611698379	0.0015856236786469346	0.001937984496124031	0.0007047216349541931	0.00017618040873854828	0.0022903453136011278	0.0	0.00035236081747709656	0.00035236081747709656	0.0	0.00017618040873854828	0.00017618040873854828	0.00035236081747709656	0.0005285412262156448	0.0015856236786469346	0.0012332628611698379	0.00017618040873854828	0.00017618040873854828	0.00035236081747709656	0.0	0.00017618040873854828	0.0007047216349541931	0.0	0.0008809020436927414	0.00017618040873854828	0.0	0.0	0.00017618040873854828	0.00017618040873854828	0.00035236081747709656	0.0	0.0	0.0	0.00035236081747709656	0.0	0.0	0.0	0.0	0.0	0.0	0.00035236081747709656	0.0005285412262156448	0.0005285412262156448	0.0005285412262156448	0.0	0.00017618040873854828	0.0	0.00017618040873854828	0.0	0.0	0.0	0.0	0.0	0.00017618040873854828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00035236081747709656	0.00035236081747709656	0.0	0.00017618040873854828	0.0	0.0	0.0	0.00017618040873854828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S5S202009a	0.14765100671140938	0.20805369127516765	0.17449664429530196	0.087248322147651	0.06711409395973154	0.026845637583892617	0.03355704697986577	0.020134228187919462	0.040268456375838924	0.026845637583892617	0.026845637583892617	0.020134228187919462	0.013422818791946308	0.006711409395973154	0.03355704697986577	0.0	0.006711409395973154	0.0	0.0	0.0	0.006711409395973154	0.0	0.0	0.0	0.0	0.013422818791946308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006711409395973154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013422818791946308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006711409395973154	0.0	0.0	0.0	0.0	0.006711409395973154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006711409395973154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S5S202009b	0.20202020202020185	0.18759018759018747	0.15440115440115432	0.06637806637806636	0.0404040404040404	0.011544011544011544	0.03318903318903319	0.02308802308802309	0.025974025974025972	0.05483405483405481	0.012987012987012988	0.04184704184704184	0.017316017316017316	0.012987012987012988	0.001443001443001443	0.015873015873015876	0.005772005772005772	0.012987012987012988	0.005772005772005772	0.005772005772005772	0.001443001443001443	0.008658008658008658	0.001443001443001443	0.002886002886002886	0.002886002886002886	0.002886002886002886	0.004329004329004329	0.002886002886002886	0.001443001443001443	0.001443001443001443	0.001443001443001443	0.0	0.0	0.001443001443001443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012987012987012988	0.0	0.0	0.0	0.002886002886002886	0.0	0.0	0.001443001443001443	0.0	0.0	0.002886002886002886	0.004329004329004329	0.0	0.002886002886002886	0.002886002886002886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002886002886002886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001443001443001443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S5U202009a	0.17875647668393801	0.1580310880829017	0.16062176165803121	0.023316062176165806	0.08031088082901557	0.015544041450777198	0.05569948186528494	0.09196891191709848	0.006476683937823835	0.02849740932642488	0.0155440414507772	0.0051813471502590676	0.024611398963730574	0.0116580310880829	0.01295336787564767	0.032383419689119175	0.010362694300518135	0.0038860103626943004	0.014248704663212434	0.0038860103626943004	0.0025906735751295338	0.0038860103626943004	0.0	0.0025906735751295338	0.0025906735751295338	0.0025906735751295338	0.0012953367875647669	0.0	0.0	0.0051813471502590676	0.009067357512953367	0.0038860103626943004	0.0	0.0	0.0038860103626943004	0.0012953367875647669	0.0	0.0038860103626943004	0.0012953367875647669	0.0012953367875647669	0.0	0.0012953367875647669	0.0012953367875647669	0.0038860103626943004	0.0	0.0012953367875647669	0.0	0.0025906735751295338	0.0	0.0	0.0012953367875647669	0.0	0.0012953367875647669	0.0	0.0	0.0012953367875647669	0.0	0.0012953367875647669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025906735751295338	0.0025906735751295338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S5U202009b	0.20135746606334834	0.16063348416289588	0.13800904977375578	0.02714932126696832	0.08371040723981905	0.015837104072398193	0.06108597285067872	0.08144796380090502	0.006787330316742082	0.03619909502262443	0.015837104072398193	0.004524886877828055	0.03619909502262443	0.020361990950226245	0.004524886877828055	0.020361990950226245	0.0022624434389140274	0.004524886877828055	0.006787330316742082	0.0	0.004524886877828055	0.0	0.0022624434389140274	0.00904977375565611	0.0	0.0	0.0	0.0022624434389140274	0.004524886877828055	0.0	0.004524886877828055	0.0022624434389140274	0.0	0.0	0.0022624434389140274	0.004524886877828055	0.0022624434389140274	0.0	0.0	0.0	0.0022624434389140274	0.0022624434389140274	0.0	0.0022624434389140274	0.0022624434389140274	0.0	0.004524886877828055	0.0022624434389140274	0.0	0.0	0.0	0.0022624434389140274	0.0	0.0022624434389140274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004524886877828055	0.0	0.0	0.0022624434389140274	0.0	0.0	0.0	0.0	0.0	0.004524886877828055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022624434389140274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S6S202009a	0.16136539953452259	0.1189552624773728	0.13964313421256783	0.09438841479182844	0.05870183604861652	0.009568140677527797	0.043703129040599975	0.03853116110680117	0.03465218515645204	0.03335919317300234	0.02637703646237392	0.035945177139901724	0.025084044478924216	0.024308249288854392	0.018877682958365657	0.016550297388156193	0.016033100594776303	0.0051719679337988095	0.008533747090768037	0.00517196793379881	0.0056891647271786906	0.007757951900698215	0.0036203775536591673	0.006723558313938454	0.0064649599172485125	0.005947763123868632	0.001034393586759762	0.0007757951900698216	0.0036203775536591673	0.0036203775536591673	0.0036203775536591673	0.003878975950349108	0.001034393586759762	0.0015515903801396431	0.0007757951900698216	0.001034393586759762	0.008275148694078097	0.0012929919834497026	0.0	0.0012929919834497026	0.0002585983966899405	0.002068787173519524	0.0015515903801396431	0.001034393586759762	0.0007757951900698216	0.0018101887768295836	0.0	0.000517196793379881	0.0007757951900698216	0.0	0.0007757951900698216	0.0	0.001034393586759762	0.0	0.0	0.0002585983966899405	0.000517196793379881	0.0	0.0	0.0007757951900698216	0.0002585983966899405	0.000517196793379881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000517196793379881	0.0002585983966899405	0.0	0.0	0.000517196793379881	0.0	0.0007757951900698216	0.0	0.000517196793379881	0.0	0.0	0.0002585983966899405	0.0002585983966899405	0.0002585983966899405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007757951900698216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S6S202009b	0.1696195935383007	0.14265242313705037	0.13678999478895248	0.07595101615424692	0.06331422615945805	0.018368942157373617	0.044815007816571134	0.035174570088587834	0.026836894215737324	0.0363470557582074	0.02905158936946323	0.03439291297550808	0.021495570609692524	0.01784783741532046	0.013809275664408545	0.011203751954142784	0.015242313705054704	0.008858780614903595	0.009770713913496609	0.0020844189682126106	0.0059927045336112565	0.009379885356956745	0.004689942678478375	0.0054715997915581035	0.005211047420531528	0.00781657113079729	0.0018238665971860343	0.0011724856696195933	0.000781657113079729	0.00286607608129234	0.0022146951537258992	0.0035174570088587808	0.001693590411672746	0.0015633142261594578	0.0019541427826993227	0.001563314226159458	0.005080771235018239	0.002996352266805628	0.0002605523710265763	0.0	0.00013027618551328816	0.003908285565398645	0.00013027618551328816	0.000911933298593017	0.0005211047420531526	0.0013027618551328815	0.0005211047420531526	0.0010422094841063053	0.0002605523710265763	0.0002605523710265763	0.0006513809275664408	0.0003908285565398645	0.0003908285565398645	0.00013027618551328816	0.0002605523710265763	0.0	0.0	0.0	0.0	0.0	0.0009119332985930171	0.0002605523710265763	0.0	0.00013027618551328816	0.0	0.0	0.00013027618551328816	0.0	0.00013027618551328816	0.0	0.0	0.000781657113079729	0.0	0.00013027618551328816	0.0002605523710265763	0.00013027618551328816	0.0	0.0	0.0002605523710265763	0.0010422094841063053	0.0014330380406461698	0.0	0.0003908285565398645	0.000781657113079729	0.0	0.0	0.0002605523710265763	0.00013027618551328816	0.0005211047420531526	0.0	0.0	0.000781657113079729	0.0002605523710265763	0.0	0.0	0.0	0.0	0.0	0.0003908285565398645	0.0	0.0	0.0	0.0	0.0	0.00013027618551328816	0.0	0.0	0.0002605523710265763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S6U202009a	0.21062355658198534	0.09561200923787498	0.12286374133949164	0.04018475750577369	0.09099307159353333	0.02078521939953811	0.05311778290993075	0.06789838337182441	0.02401847575057738	0.02540415704387992	0.02309468822170902	0.006004618937644342	0.025404157043879914	0.01662817551963049	0.02540415704387991	0.021247113163972292	0.016166281755196313	0.006928406466512705	0.007852193995381066	0.004618937644341802	0.003695150115473441	0.006466512702078523	0.004618937644341802	0.009237875288683606	0.004618937644341802	0.006466512702078523	0.0055427251732101624	0.0023094688221709007	0.0023094688221709007	0.004618937644341802	0.0064665127020785244	0.0018475750577367205	0.0	0.0013856812933025404	0.0023094688221709007	0.0009237875288683603	0.0018475750577367205	0.0013856812933025404	0.0018475750577367205	0.0009237875288683603	0.0009237875288683603	0.0009237875288683603	0.00046189376443418013	0.0	0.002771362586605081	0.0	0.0018475750577367205	0.0	0.00046189376443418013	0.0009237875288683603	0.0023094688221709007	0.0	0.0009237875288683603	0.00046189376443418013	0.0009237875288683603	0.00046189376443418013	0.00046189376443418013	0.00046189376443418013	0.00046189376443418013	0.0009237875288683603	0.00046189376443418013	0.00046189376443418013	0.0	0.0009237875288683603	0.00046189376443418013	0.0013856812933025404	0.0	0.0	0.0013856812933025404	0.00046189376443418013	0.0	0.00046189376443418013	0.0	0.00046189376443418013	0.0	0.0013856812933025404	0.0	0.0	0.00046189376443418013	0.0	0.0	0.0	0.0	0.00046189376443418013	0.0	0.0	0.00046189376443418013	0.0	0.0	0.0009237875288683603	0.00046189376443418013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S6U202009b	0.189723320158103	0.09881422924901176	0.10671936758893277	0.04084321475625822	0.0988142292490118	0.019762845849802375	0.06455862977602103	0.07246376811594199	0.026350461133069835	0.026350461133069835	0.018445322793148883	0.009222661396574442	0.030303030303030307	0.025032938076416343	0.01844532279314888	0.022397891963109356	0.01449275362318841	0.00790513833992095	0.010540184453227932	0.005270092226613966	0.003952569169960474	0.006587615283267458	0.003952569169960474	0.009222661396574442	0.006587615283267458	0.002635046113306983	0.002635046113306983	0.006587615283267458	0.0	0.005270092226613966	0.002635046113306983	0.003952569169960474	0.003952569169960474	0.002635046113306983	0.002635046113306983	0.002635046113306983	0.0	0.002635046113306983	0.0	0.005270092226613966	0.0	0.0	0.0	0.0013175230566534915	0.0	0.0	0.0	0.003952569169960474	0.0	0.0	0.0	0.0	0.0	0.002635046113306983	0.0	0.0	0.0013175230566534915	0.0	0.0	0.0013175230566534915	0.0	0.0	0.0	0.0013175230566534915	0.0013175230566534915	0.0	0.0	0.0	0.0	0.0	0.0	0.0013175230566534915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013175230566534915	0.002635046113306983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013175230566534915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S7S202009a	0.1601601601601604	0.1951951951951954	0.15515515515515527	0.06106106106106102	0.029029029029029027	0.009009009009009009	0.046046046046046014	0.026026026026026022	0.02502502502502501	0.05105105105105105	0.020020020020020013	0.08208208208208212	0.008008008008008008	0.01001001001001001	0.008008008008008008	0.007007007007007007	0.011011011011011011	0.006006006006006006	0.009009009009009009	0.003003003003003003	0.014014014014014014	0.006006006006006006	0.002002002002002002	0.009009009009009009	0.006006006006006006	0.005005005005005005	0.004004004004004004	0.002002002002002002	0.0	0.0	0.0	0.003003003003003003	0.001001001001001001	0.0	0.004004004004004004	0.0	0.002002002002002002	0.0	0.001001001001001001	0.001001001001001001	0.0	0.002002002002002002	0.0	0.005005005005005005	0.0	0.003003003003003003	0.0	0.0	0.001001001001001001	0.0	0.0	0.0	0.001001001001001001	0.0	0.0	0.0	0.0	0.002002002002002002	0.002002002002002002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001001001001001001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001001001001001001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S7S202009b	0.1583248212461698	0.14096016343207374	0.18283963227783473	0.046986721144024524	0.05311542390194074	0.009193054136874362	0.06128702757916238	0.019407558733401435	0.03166496424923392	0.050051072522982624	0.014300306435137895	0.07456588355464766	0.01634320735444331	0.0071501532175689475	0.009193054136874362	0.01634320735444331	0.012257405515832482	0.005107252298263534	0.011235955056179775	0.005107252298263534	0.010214504596527068	0.0040858018386108275	0.007150153217568948	0.0040858018386108275	0.008171603677221655	0.0010214504596527069	0.0010214504596527069	0.005107252298263534	0.0	0.0010214504596527069	0.0010214504596527069	0.0010214504596527069	0.0020429009193054137	0.0	0.0010214504596527069	0.0040858018386108275	0.0010214504596527069	0.0	0.0	0.0020429009193054137	0.0040858018386108275	0.0	0.0	0.0010214504596527069	0.0	0.005107252298263534	0.0	0.0010214504596527069	0.0	0.0	0.0	0.0	0.0	0.0010214504596527069	0.0	0.0	0.0	0.0030643513789581204	0.0010214504596527069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010214504596527069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010214504596527069	0.0	0.0	0.0020429009193054137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S7U202009a	0.27484472049689346	0.14557453416149013	0.08656832298136631	0.04211956521739126	0.06793478260869555	0.008928571428571432	0.06968167701863316	0.029503105590062126	0.023874223602484493	0.0353260869565217	0.019798136645962746	0.0064052795031055935	0.020768633540372686	0.013781055900621127	0.021933229813664596	0.019409937888198763	0.013198757763975166	0.004658385093167702	0.011451863354037277	0.0023291925465838506	0.0029114906832298135	0.003493788819875776	0.005240683229813667	0.00892857142857143	0.005434782608695654	0.005434782608695653	0.004076086956521738	0.004076086956521739	0.0031055900621118006	0.003493788819875776	0.0019409937888198755	0.004658385093167702	0.0	0.0011645962732919253	0.0015527950310559005	0.001358695652173913	0.001746894409937888	0.001358695652173913	0.0007763975155279503	0.0007763975155279503	0.0007763975155279503	0.0007763975155279503	0.0005822981366459627	0.0009704968944099378	0.0011645962732919253	0.0009704968944099378	0.0009704968944099379	0.002135093167701863	0.00019409937888198756	0.0005822981366459627	0.0009704968944099378	0.0005822981366459627	0.00019409937888198756	0.0	0.00038819875776397513	0.00038819875776397513	0.00019409937888198756	0.00038819875776397513	0.00019409937888198756	0.00038819875776397513	0.0	0.00019409937888198756	0.00038819875776397513	0.00038819875776397513	0.0005822981366459627	0.00019409937888198756	0.0007763975155279503	0.0	0.0	0.00038819875776397513	0.0	0.0005822981366459627	0.0	0.00038819875776397513	0.00019409937888198756	0.00019409937888198756	0.0005822981366459627	0.00019409937888198756	0.00019409937888198756	0.00019409937888198756	0.00019409937888198756	0.0	0.0	0.00038819875776397513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005822981366459627	0.0	0.0	0.0	0.0	0.0	0.00019409937888198756	0.0	0.0	0.0005822981366459627	0.0	0.0	0.0	0.00019409937888198756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
