	Proteobacteria	Acidobacteriota	Actinobacteriota	Verrucomicrobiota	Firmicutes	Planctomycetota	Bacteroidota	Myxococcota	Chloroflexi	Bacteria_unclassified	Gemmatimonadota	Crenarchaeota	Methylomirabilota	Dependentiae	Nitrospirota	Desulfobacterota	Armatimonadota	Bdellovibrionota	RCP2-54	Latescibacterota	Entotheonellaeota	NB1-j	Cyanobacteria	Sumerlaeota	Patescibacteria	Elusimicrobiota	MBNT15	Abditibacteriota	Fibrobacterota	WPS-2	Nitrospinota	WS2	Nanoarchaeota	Spirochaetota	Thermoplasmatota	SAR324_clade(Marine_group_B)	Hydrogenedentes	GAL15	Deinococcota	Fusobacteriota	FCPU426	Archaea_unclassified	WS4	Euryarchaeota	Margulisbacteria	Halanaerobiaeota	Halobacterota	TA06
S7U202009a	0.420419254658383	0.1579968944099373	0.08423913043478229	0.07259316770186318	0.009316770186335407	0.07550465838509271	0.03571428571428567	0.010675465838509323	0.020186335403726725	0.020768633540372686	0.01436335403726709	0.021933229813664596	0.019409937888198763	0.011451863354037277	0.003493788819875776	0.00562888198757764	0.002523291925465838	0.002135093167701863	0.0015527950310559005	0.001358695652173913	0.001358695652173913	0.0007763975155279503	0.0009704968944099378	0.002135093167701863	0.0007763975155279503	0.00019409937888198756	0.00038819875776397513	0.00038819875776397513	0.0	0.0005822981366459627	0.0	0.00038819875776397513	0.0	0.0	0.0005822981366459627	0.00019409937888198756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S7U202009b	0.3969270166453308	0.17242851045667879	0.07511737089201867	0.08279982927870239	0.010029876227059331	0.08258642765685005	0.03670507895860009	0.012163892445582596	0.017712334613743077	0.02731540759709771	0.014297908664105857	0.017498932991890735	0.018352539479300038	0.01067008109261631	0.003627827571489543	0.004694835680751174	0.004054630815194195	0.0025608194622279133	0.0008536064874093043	0.0014938113529662828	0.0008536064874093043	0.0008536064874093043	0.0008536064874093043	0.001920614596670935	0.0006402048655569782	0.0006402048655569782	0.0002134016218523261	0.0008536064874093043	0.0	0.0	0.0	0.0006402048655569782	0.0004268032437046522	0.0002134016218523261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S8S202009a	0.36710598572213177	0.20345963756177882	0.11285008237232311	0.04873695771554092	0.022652388797364077	0.063289401427787	0.04365733113673807	0.04503020318506316	0.015650741350906102	0.013454146073585945	0.018808347062053806	0.011943986820428337	0.006177924217462932	0.005216913783635364	0.0060406370126304225	0.005354200988467874	0.00041186161449752884	0.0030203185063152117	0.0	0.0002745744096650192	0.0009610104338275673	0.002196595277320154	0.001098297638660077	0.0001372872048325096	0.0013728720483250961	0.0006864360241625481	0.0	0.0	0.0001372872048325096	0.0	0.0	0.0002745744096650192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S8S202009b	0.3778785764131179	0.17515701325889763	0.09979064898813664	0.06001395673412424	0.021632937892533153	0.06559665038381024	0.049197487787857694	0.05059316120027917	0.020237264480111664	0.011863224005582691	0.01779483600837405	0.00942079553384508	0.007676203768318212	0.0045359385903698535	0.0045359385903698535	0.006629448709002093	0.0013956734124214933	0.0003489183531053733	0.0017445917655268665	0.00104675505931612	0.0	0.00418702023726448	0.0017445917655268667	0.0034891835310537334	0.00104675505931612	0.0013956734124214933	0.0006978367062107466	0.0	0.0003489183531053733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S8U202009a	0.3427435387674004	0.1827037773359857	0.08667992047713712	0.09801192842942343	0.010536779324055666	0.08846918489065599	0.03260437375745525	0.01451292246520874	0.019284294234592433	0.028230616302186866	0.02007952286282305	0.020874751491053677	0.01968190854870775	0.009542743538767393	0.00536779324055666	0.005566600397614315	0.004174950298210737	0.0021868787276341953	0.0005964214711729623	0.0009940357852882705	0.0007952286282306163	0.00019880715705765408	0.00039761431411530816	0.0015904572564612327	0.0009940357852882705	0.0015904572564612327	0.00039761431411530816	0.00019880715705765408	0.0	0.0	0.0	0.00039761431411530816	0.0	0.0	0.0	0.0	0.0005964214711729623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S8U202009b	0.3495978552278887	0.17439678284182203	0.10201072386058938	0.09410187667560291	0.016085790884718495	0.0825737265415546	0.034852546916890166	0.01689008042895443	0.019034852546916902	0.029758713136729287	0.014075067024128677	0.016487935656836462	0.016890080428954426	0.008981233243967823	0.004289544235924933	0.004959785522788205	0.0033512064343163553	0.0021447721179624667	0.002144772117962467	0.0010723860589812334	0.0009383378016085792	0.00026809651474530834	0.0005361930294906167	0.002412868632707776	0.0005361930294906167	0.00026809651474530834	0.00040214477211796245	0.0	0.0	0.0006702412868632708	0.0	0.00026809651474530834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
soils1202009a	0.24068670692813224	0.1703874601343515	0.17995521476555057	0.058763656103684635	0.14344846305217912	0.04621021917622317	0.01567483205537085	0.024971161023274777	0.02748184840876708	0.020085499083938405	0.01791409377756668	0.020899776073827786	0.007396349324828664	0.0022392617221958355	0.005564226097577527	0.003053538712085228	0.0022392617221958346	0.005021374770984601	0.0013571283164823238	0.0018999796430752536	0.0006107077424170455	0.0002714256632964647	0.0010857026531858587	6.785641582411617e-05	0.0014249847323064401	0.0004749949107688132	0.0002714256632964647	6.785641582411617e-05	0.00013571283164823234	6.785641582411617e-05	0.0	0.0	6.785641582411617e-05	0.0	6.785641582411617e-05	6.785641582411617e-05	0.0	0.0	0.0	0.0	6.785641582411617e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
soils1202009b	0.2507503514304125	0.1531476767599993	0.19615516127806323	0.05360738573762417	0.1343793928802081	0.04342540177044989	0.016298772842977084	0.028190418297177288	0.02929220014437161	0.020211998024391286	0.017894456897534328	0.020325975456859553	0.008168382660233271	0.002773450856730368	0.004749059686182138	0.003039398199156567	0.002963413244177652	0.005318946848524001	0.0014057216671099124	0.0018996238744728553	0.0006838645948102276	0.00045590972987348506	0.0010637893697047988	0.0003039398199156567	0.000835834504768056	0.0010257968922153416	0.0003419322974051138	0.00026594734242619964	7.598495497891418e-05	0.000417917252384028	0.0	0.00011397743246837128	3.799247748945709e-05	0.0	0.00015196990995782836	7.598495497891418e-05	7.598495497891418e-05	3.799247748945709e-05	3.799247748945709e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
soils2202009a	0.2141088530717075	0.13907965428637964	0.20668068208362134	0.05101611772950215	0.19458070544265146	0.03975706610604959	0.01751927119831818	0.02163046017285686	0.03232889511796311	0.015977575332866204	0.018827376781125928	0.021770614342443366	0.006960990422798414	0.001121233356692361	0.003410418126605933	0.0022424667133847218	0.0028030833917309004	0.003784162578836716	0.0010745153001635132	0.000934361130576968	0.0002803083391730904	9.34361130576968e-05	0.0018220042046250859	0.0002803083391730904	0.0002803083391730904	0.0005138986218173324	0.000233590282644242	0.0002803083391730904	0.0001401541695865452	0.0003270263957019388	0.0	0.0	4.67180565288484e-05	0.0	0.0	0.0	0.0	0.0	9.34361130576968e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
soils2202009b	0.21439169139466585	0.12999315224834568	0.19601689112075482	0.05552385300159763	0.20509016206345967	0.037890892490298644	0.018603058662405792	0.01945902761926494	0.031043140835425524	0.021741611504222668	0.015921022597580485	0.028589363159096076	0.006676557863501481	0.0015407441223464966	0.0033097466331887693	0.0017119379137183295	0.002396713079205662	0.0034809404245606046	0.0008559689568591646	0.0007989043597352201	0.0003994521798676102	0.00011412919424788861	0.0019401963022141068	0.00028532298561972154	0.0005135813741154988	0.0008559689568591644	0.0	0.00011412919424788861	5.7064597123944306e-05	0.0003994521798676102	0.0	0.00011412919424788861	0.0	0.0	5.7064597123944306e-05	0.0	5.7064597123944306e-05	5.7064597123944306e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
soils3202009a	0.24147263288197618	0.16534643679135572	0.17943830219851165	0.06780474717951171	0.13140640958661778	0.042176755482129846	0.017753679464188883	0.019782267971364148	0.03260332387286217	0.018878581211787114	0.018991542056734412	0.028146077199324087	0.008457943265415619	0.0030358227079538397	0.005761003092303139	0.003186437167883347	0.0030781830248090137	0.004283098704244987	0.001143728555089591	0.0024427782719814704	0.0009648738839233186	0.000334175832968564	0.0008848599520857762	0.0002729887086222072	0.0006071645415907718	0.0006071645415907715	0.0002965222179861907	0.00024004179551263033	0.00012237424869271358	0.0001741479692934769	0.0	0.00010354744120152687	2.353350936398338e-05	9.41340374559335e-06	3.765361498237341e-05	4.7067018727966764e-05	2.353350936398338e-05	1.88268074911867e-05	4.706701872796675e-06	0.0	1.88268074911867e-05	9.41340374559335e-06	4.706701872796675e-06	0.0	0.0	0.0	0.0	4.706701872796675e-06
soils3202009b	0.23744092207796152	0.1607746934762268	0.19238351123634748	0.06457076938802409	0.13132212860611517	0.04334895764885858	0.016743814766681846	0.02098817711451522	0.03376507065013754	0.019416010786132355	0.018569085271770817	0.023514351493558048	0.008629878948060088	0.0026235221393143965	0.005655904871768669	0.0034120389975127704	0.003154067432793557	0.004745703313231061	0.0011194992431211633	0.002647859079382235	0.0009102015585376417	0.00037478887704491123	0.0010416210349040373	0.00036505410101777066	0.00073497559004911	0.0006230256657369948	0.00036505410101777066	0.0001606238044478192	0.00012168470033925696	0.0001800933565021003	0.0	8.274559623069472e-05	3.4071716094991945e-05	0.0	2.9204328081421666e-05	2.9204328081421666e-05	4.38064921221325e-05	1.946955205428111e-05	9.734776027140555e-06	0.0	2.4336940067851388e-05	9.734776027140555e-06	4.8673880135702774e-06	0.0	9.734776027140555e-06	0.0	0.0	0.0
soils4202009a	0.20675238125176343	0.1364936657131161	0.2238219483826308	0.05887900411807217	0.17006695797051072	0.036779730281977834	0.013360158435761197	0.018264122473358353	0.03511363993587115	0.020338876489264874	0.02156486749866412	0.02756907987802963	0.005878469711734938	0.0015089120115683247	0.0047782213699663675	0.0027977743547829364	0.0038351513627361586	0.003740844362013138	0.0018232686806450595	0.0011945553424915906	0.0006287133381534688	3.143566690767345e-05	0.000943070007230203	0.00028292100216906104	0.0008801986734148562	0.0008173273395995094	6.28713338153469e-05	0.00028292100216906104	0.00022004966835371414	0.00100594134104555	0.0	6.28713338153469e-05	0.0	0.0	0.00018861400144604067	0.0	0.0	0.0	3.143566690767345e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
soils4202009b	0.2043383330168887	0.13420827795708823	0.22776248338711844	0.05327985570533544	0.177995063603564	0.033035883804822475	0.014168407062844196	0.017490981583444084	0.03510062654262415	0.02026770457565965	0.02214258591228395	0.030425289538636775	0.0050075944560470835	0.0017799506360356957	0.004675337003987089	0.001803683311182837	0.0041057528004556625	0.004390544902221371	0.0021122080880956896	0.0012578317827985574	0.0005458515283842793	2.3732675147142585e-05	0.0008543763052971325	0.00021359407632428327	0.0005695842035314218	0.0009493070058857029	0.00018986140117714068	0.00018986140117714068	0.00011866337573571293	0.000617049553825707	0.0	0.0001661287260299981	2.3732675147142585e-05	2.3732675147142585e-05	4.746535029428517e-05	0.0	0.0	7.119802544142775e-05	0.0	0.0	0.0	4.746535029428517e-05	0.0	0.0	0.0	0.0	0.0	0.0
soils5202009a	0.3271163541700899	0.14587932909348278	0.20713744356937625	0.04267308135894855	0.08999242099713384	0.0338089432233828	0.02903087619863564	0.019606550894651766	0.02659241440669572	0.01716808910271187	0.014400105446996365	0.010478795268066027	0.007447194121329951	0.004745114838369533	0.0050416845157676225	0.003723597060664977	0.0024384617919398963	0.0038554058061752447	0.0009885655913269844	0.002240748673674499	0.001153326523214815	0.0009556134049494183	0.0007908524730615872	0.00042837842290835995	0.0004942827956634923	0.0003954262365307938	0.0007579002866840213	0.00016476093188783075	0.0001318087455102646	9.885655913269845e-05	0.0	0.0001977131182653969	0.0	0.0	6.59043727551323e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
soils5202009b	0.3057196062782708	0.15206171854216646	0.20164937483373382	0.050598563447725634	0.08188347964884189	0.04341580207502021	0.029635541367384964	0.021016227720138378	0.032668262835860676	0.019952114924181988	0.011758446395317868	0.009523809523809521	0.01069433359936153	0.004362862463421125	0.003937217345038574	0.0047353019420058534	0.0030859271082734783	0.003990422984836395	0.0013833466347432832	0.002713487629688748	0.001383346634743283	0.0006384676775738228	0.0006916733173716413	0.00026602819898909286	0.0006916733173716413	0.00010641127959563714	0.0005320563979781857	0.00010641127959563714	0.00021282255919127428	0.0001596169193934557	0.0	0.0001596169193934557	5.320563979781857e-05	0.0	5.320563979781857e-05	0.0	0.0	5.320563979781857e-05	5.320563979781857e-05	0.0	0.0	0.0	5.320563979781857e-05	0.0	0.0	0.0	0.0	0.0
soils6202009a	0.23717853426490507	0.1467221644120719	0.1991972647539786	0.054407611119369995	0.1396610673405684	0.04846142411178888	0.02237252861602494	0.02653485952133191	0.037460978147762926	0.019102125761855188	0.01858183439869182	0.015757395570090676	0.010034190575293592	0.0028987661661959243	0.003642039542143599	0.0025271294782220886	0.0031217481789802257	0.0043853129180912685	0.001263564739111045	0.0016352014270848818	0.0009662553887319756	0.0009662553887319755	0.0010405827263267429	0.0001486546751895347	0.00022298201278430203	0.0005202913631633714	0.0001486546751895347	0.0004459640255686041	0.0	0.0001486546751895347	0.0	0.0003716366879738367	0.0	0.0	0.0	0.0	0.0	7.432733759476735e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
soils6202009b	0.24151834210747786	0.12599231219186133	0.2034553355059872	0.0466491184089579	0.18097685301245672	0.03507562463441117	0.022374028578591082	0.02099523690147902	0.03309100025068931	0.016587281691317752	0.016712626389237043	0.028933734436366664	0.006705941338681371	0.0018801704687891666	0.003885685635497617	0.002297986128520095	0.0023815492604662776	0.003446979192780137	0.0010236483663407703	0.002047296732681538	0.0007938497534887608	0.0003551433107712877	0.0007102866215425754	0.00020890782986546336	0.0004178156597309267	0.0005849419236232974	0.0002297986128520097	0.000250689395838556	0.00010445391493273167	0.00018801704687891702	0.0	4.178156597309267e-05	0.0	0.0	2.0890782986546335e-05	2.0890782986546335e-05	0.0	4.178156597309267e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
soils7202009a	0.31445751860182625	0.1271197439003282	0.19508132894964214	0.05232306627444286	0.10159629693718575	0.0409672953798247	0.04010209378785325	0.023663263540404877	0.023922824017996155	0.01617926976985635	0.013410624675549388	0.021392109361481223	0.006229451462190688	0.002573974736113512	0.0030714656514967977	0.0025090846167156937	0.0018385533829382236	0.005407509949818299	0.0007137913133760166	0.001968333621733863	0.0006272711541789239	0.0001514102785949126	0.00080031147257311	0.00047586087558401094	0.0009733517909672962	0.0006056411143796506	0.0005191209551825575	0.0004326007959854645	0.0005191209551825575	0.0001514102785949126	0.0	6.489011939781969e-05	0.0	0.0	4.326007959854646e-05	0.00010815019899636615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
soils7202009b	0.3207483281131079	0.11406924574621337	0.21167357995428113	0.0462837551849663	0.0955515110471526	0.04012528570219328	0.0398501650723784	0.02636925421146185	0.025332261068314398	0.015618386523321617	0.01453906712943363	0.020380089731651563	0.005502412596292222	0.0024549225429611435	0.0030898163040717847	0.0026453906712943344	0.0021586387877761794	0.005841022602217915	0.0008888512655548973	0.0015025819012951837	0.0006348937611106406	0.0003597731312960298	0.0009946668924066702	0.00027512062981461095	0.0007407093879624139	0.000613730635740286	0.0004444256327774487	0.00027512062981461095	0.0006983831372217048	6.348937611106407e-05	0.0	6.348937611106407e-05	2.1163125370354693e-05	2.1163125370354693e-05	0.0	0.00010581562685177347	0.0	0.0	2.1163125370354693e-05	0.0	0.0	0.0	2.1163125370354693e-05	2.1163125370354693e-05	0.0	0.0	0.0	0.0
soils8202009a	0.2638029462254002	0.134815761108226	0.2254381412431579	0.04479220727374301	0.13297936045350947	0.037167152381332315	0.023713521497864255	0.025150704618946945	0.030300610802826585	0.016367918878997224	0.015170266278094957	0.025629765659307767	0.003992175336340771	0.0023953052018044637	0.0025549922152580946	0.0031138967623458025	0.0023953052018044637	0.004391392869974845	0.0005589045470877082	0.0011178090941754164	0.0004790610403608927	0.0001596870134536309	0.0007185915605413391	0.00023953052018044636	0.0009182003273583778	0.0005589045470877082	0.0001596870134536309	0.0003193740269072618	0.0003193740269072618	0.00019960876681703862	0.0	3.992175336340772e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.992175336340772e-05	0.0	0.0	0.0	0.0
soils8202009b	0.27284889694981024	0.12708352010592874	0.2169826284248408	0.04745977780383112	0.11496686366865273	0.04421855496631415	0.027812450433427886	0.026095291951423627	0.035784479369962444	0.015150992710696568	0.015916472997855282	0.027736592026591914	0.005234230071651712	0.0025998744888177713	0.003723958153744297	0.0027033177708662296	0.0025102236443757795	0.004751494755425573	0.0007172067555359393	0.0012344231657782046	0.0005241126290454942	0.0002068865640969057	0.0008068575999779304	0.00034481094016150954	0.0008689235692070015	0.0005930748170777959	0.0002758487521292076	0.0002620563145227472	0.000144820594867834	0.00015171681367106416	0.0	0.0001310281572613736	2.0688656409690565e-05	0.0	0.0	1.3792437606460377e-05	5.516975042584151e-05	0.0	6.896218803230189e-06	0.0	6.896218803230189e-06	0.0	1.3792437606460377e-05	2.7584875212920755e-05	0.0	6.896218803230189e-06	6.896218803230189e-06	0.0
